slug;name;region;city;description_short;lat;lng;status;eparchy;description;image_url;wikipedia_url;source
pokajnica;Manastir Pokajnica;Pomoravlje;Velika Plana;Kratak pregled: Manastir Pokajnica je poznata pravoslavna svetinja u oblasti Pomoravlje.;;;aktivan;Eparhija braničevska;OPŠTI PODACI: Manastir Pokajnica nalazi se u okviru Eparhija braničevska i pripada korpusu značajnih pravoslavnih svetinja na prostoru Srbije. U evidenciji ovog projekta vezuje se za mesto ili šire područje Velika Plana. Kratak pregled: Manastir Pokajnica je poznata pravoslavna svetinja u oblasti Pomoravlje. Manastirski kompleks se po pravilu sastoji od crkve, porte i pratećih objekata namenjenih bogosluženju i svakodnevnom monaškom životu. ISTORIJA: Tačna godina osnivanja, kao i ime prvobitnog ktitora, za ovaj zapis zahtevaju dodatnu proveru u pouzdanim crkvenim i istoriografskim izvorima. Ipak, za manastire ovog tipa uobičajeno je da su kroz vekove prolazili kroz periode gradnje, obnavljanja, a ponegde i razaranja usled ratova, seoba i političkih previranja. Zato je važno da se u daljoj obradi za Manastir Pokajnica dopune podaci o vremenu nastanka, eventualnim obnovama i ličnostima koje su učestvovale u njegovom podizanju ili obnovi. U aplikaciji ova sekcija može služiti kao mesto za unošenje konkretnih godina izgradnje, obnavljanja i restauracije čim budu potvrđene. ARHITEKTURA: Arhitektonska vrednost manastira ogleda se u spoju crkvene gradnje, uređenja enterijera i prilagođenosti prostora bogoslužbenoj funkciji. Poseban značaj obično imaju oltarski prostor, ikonostas, eventualni živopis, kao i sklad između hrama i prirodnog okruženja. Ako su sačuvani podaci o starijim fazama gradnje, ovde se kasnije mogu navesti stilske odlike, tip osnove hrama i najvažnije umetničke karakteristike. DUHOVNI ŽIVOT: Manastir Pokajnica ima značaj kao mesto molitve, liturgijskog sabranja i očuvanja pravoslavne tradicije. Na velike praznike i manastirsku slavu ovakve svetinje okupljaju vernike, hodočasnike i posetioce koji dolaze radi molitve, mira i upoznavanja sa duhovnim nasleđem. Monaški ili parohijski život, u zavisnosti od statusa svetinje, doprinosi kontinuitetu bogosluženja i prenošenju predanja na mlađe naraštaje. ZNAČAJ: Manastir Pokajnica je važan deo crkvene, kulturne i istorijske mape Srbije. Njegov značaj nije samo verski, već i identitetski, jer svedoči o trajanju narodne pobožnosti, umetnosti i lokalnog pamćenja. Za potpuniji prikaz preporučuje se da se ovom zapisu naknadno dodaju provereni podaci o ktitoru, tačnoj godini nastanka, obnovama, poznatim svetinjama, freskama i drugim posebnostima vezanim baš za ovaj manastir.;;;nepoznato
radosin;Manastir Radošin;Šumadija;Kragujevac;Kratak pregled: Manastir Radošin je poznata pravoslavna svetinja u oblasti Šumadija.;;;aktivan;Eparhija braničevska;OPŠTI PODACI: Manastir Radošin nalazi se u okviru Eparhija braničevska i pripada korpusu značajnih pravoslavnih svetinja na prostoru Srbije. U evidenciji ovog projekta vezuje se za mesto ili šire područje Kragujevac. Kratak pregled: Manastir Radošin je poznata pravoslavna svetinja u oblasti Šumadija. Manastirski kompleks se po pravilu sastoji od crkve, porte i pratećih objekata namenjenih bogosluženju i svakodnevnom monaškom životu. ISTORIJA: Tačna godina osnivanja, kao i ime prvobitnog ktitora, za ovaj zapis zahtevaju dodatnu proveru u pouzdanim crkvenim i istoriografskim izvorima. Ipak, za manastire ovog tipa uobičajeno je da su kroz vekove prolazili kroz periode gradnje, obnavljanja, a ponegde i razaranja usled ratova, seoba i političkih previranja. Zato je važno da se u daljoj obradi za Manastir Radošin dopune podaci o vremenu nastanka, eventualnim obnovama i ličnostima koje su učestvovale u njegovom podizanju ili obnovi. U aplikaciji ova sekcija može služiti kao mesto za unošenje konkretnih godina izgradnje, obnavljanja i restauracije čim budu potvrđene. ARHITEKTURA: Arhitektonska vrednost manastira ogleda se u spoju crkvene gradnje, uređenja enterijera i prilagođenosti prostora bogoslužbenoj funkciji. Poseban značaj obično imaju oltarski prostor, ikonostas, eventualni živopis, kao i sklad između hrama i prirodnog okruženja. Ako su sačuvani podaci o starijim fazama gradnje, ovde se kasnije mogu navesti stilske odlike, tip osnove hrama i najvažnije umetničke karakteristike. DUHOVNI ŽIVOT: Manastir Radošin ima značaj kao mesto molitve, liturgijskog sabranja i očuvanja pravoslavne tradicije. Na velike praznike i manastirsku slavu ovakve svetinje okupljaju vernike, hodočasnike i posetioce koji dolaze radi molitve, mira i upoznavanja sa duhovnim nasleđem. Monaški ili parohijski život, u zavisnosti od statusa svetinje, doprinosi kontinuitetu bogosluženja i prenošenju predanja na mlađe naraštaje. ZNAČAJ: Manastir Radošin je važan deo crkvene, kulturne i istorijske mape Srbije. Njegov značaj nije samo verski, već i identitetski, jer svedoči o trajanju narodne pobožnosti, umetnosti i lokalnog pamćenja. Za potpuniji prikaz preporučuje se da se ovom zapisu naknadno dodaju provereni podaci o ktitoru, tačnoj godini nastanka, obnovama, poznatim svetinjama, freskama i drugim posebnostima vezanim baš za ovaj manastir.;;;nepoznato
ravanica;Manastir Ravanica;Pomoravlje;Ćuprija;Kratak pregled: Manastir Ravanica je poznata pravoslavna svetinja u oblasti Pomoravlje.;;;aktivan;Eparhija braničevska;OPŠTI PODACI: Manastir Ravanica nalazi se u okviru Eparhija braničevska i pripada korpusu značajnih pravoslavnih svetinja na prostoru Srbije. U evidenciji ovog projekta vezuje se za mesto ili šire područje Ćuprija. Kratak pregled: Manastir Ravanica je poznata pravoslavna svetinja u oblasti Pomoravlje. Manastirski kompleks se po pravilu sastoji od crkve, porte i pratećih objekata namenjenih bogosluženju i svakodnevnom monaškom životu. ISTORIJA: Tačna godina osnivanja, kao i ime prvobitnog ktitora, za ovaj zapis zahtevaju dodatnu proveru u pouzdanim crkvenim i istoriografskim izvorima. Ipak, za manastire ovog tipa uobičajeno je da su kroz vekove prolazili kroz periode gradnje, obnavljanja, a ponegde i razaranja usled ratova, seoba i političkih previranja. Zato je važno da se u daljoj obradi za Manastir Ravanica dopune podaci o vremenu nastanka, eventualnim obnovama i ličnostima koje su učestvovale u njegovom podizanju ili obnovi. U aplikaciji ova sekcija može služiti kao mesto za unošenje konkretnih godina izgradnje, obnavljanja i restauracije čim budu potvrđene. ARHITEKTURA: Arhitektonska vrednost manastira ogleda se u spoju crkvene gradnje, uređenja enterijera i prilagođenosti prostora bogoslužbenoj funkciji. Poseban značaj obično imaju oltarski prostor, ikonostas, eventualni živopis, kao i sklad između hrama i prirodnog okruženja. Ako su sačuvani podaci o starijim fazama gradnje, ovde se kasnije mogu navesti stilske odlike, tip osnove hrama i najvažnije umetničke karakteristike. DUHOVNI ŽIVOT: Manastir Ravanica ima značaj kao mesto molitve, liturgijskog sabranja i očuvanja pravoslavne tradicije. Na velike praznike i manastirsku slavu ovakve svetinje okupljaju vernike, hodočasnike i posetioce koji dolaze radi molitve, mira i upoznavanja sa duhovnim nasleđem. Monaški ili parohijski život, u zavisnosti od statusa svetinje, doprinosi kontinuitetu bogosluženja i prenošenju predanja na mlađe naraštaje. ZNAČAJ: Manastir Ravanica je važan deo crkvene, kulturne i istorijske mape Srbije. Njegov značaj nije samo verski, već i identitetski, jer svedoči o trajanju narodne pobožnosti, umetnosti i lokalnog pamćenja. Za potpuniji prikaz preporučuje se da se ovom zapisu naknadno dodaju provereni podaci o ktitoru, tačnoj godini nastanka, obnovama, poznatim svetinjama, freskama i drugim posebnostima vezanim baš za ovaj manastir.;;;nepoznato
reskovica;Manastir Reškovica;Istočna Srbija;Nepoznato;Manastir Reškovica je pravoslavna svetinja u okviru Eparhije Braničevska.;;;odobren;Eparhija braničevska;OPŠTI PODACI: Manastir Reškovica nalazi se u okviru Eparhija braničevska i pripada korpusu značajnih pravoslavnih svetinja na prostoru Srbije. U evidenciji ovog projekta vezuje se za mesto ili šire područje Istočna Srbija. Manastir Reškovica je pravoslavna svetinja u okviru Eparhije Braničevska. Manastirski kompleks se po pravilu sastoji od crkve, porte i pratećih objekata namenjenih bogosluženju i svakodnevnom monaškom životu. ISTORIJA: Tačna godina osnivanja, kao i ime prvobitnog ktitora, za ovaj zapis zahtevaju dodatnu proveru u pouzdanim crkvenim i istoriografskim izvorima. Ipak, za manastire ovog tipa uobičajeno je da su kroz vekove prolazili kroz periode gradnje, obnavljanja, a ponegde i razaranja usled ratova, seoba i političkih previranja. Zato je važno da se u daljoj obradi za Manastir Reškovica dopune podaci o vremenu nastanka, eventualnim obnovama i ličnostima koje su učestvovale u njegovom podizanju ili obnovi. U aplikaciji ova sekcija može služiti kao mesto za unošenje konkretnih godina izgradnje, obnavljanja i restauracije čim budu potvrđene. ARHITEKTURA: Arhitektonska vrednost manastira ogleda se u spoju crkvene gradnje, uređenja enterijera i prilagođenosti prostora bogoslužbenoj funkciji. Poseban značaj obično imaju oltarski prostor, ikonostas, eventualni živopis, kao i sklad između hrama i prirodnog okruženja. Ako su sačuvani podaci o starijim fazama gradnje, ovde se kasnije mogu navesti stilske odlike, tip osnove hrama i najvažnije umetničke karakteristike. DUHOVNI ŽIVOT: Manastir Reškovica ima značaj kao mesto molitve, liturgijskog sabranja i očuvanja pravoslavne tradicije. Na velike praznike i manastirsku slavu ovakve svetinje okupljaju vernike, hodočasnike i posetioce koji dolaze radi molitve, mira i upoznavanja sa duhovnim nasleđem. Monaški ili parohijski život, u zavisnosti od statusa svetinje, doprinosi kontinuitetu bogosluženja i prenošenju predanja na mlađe naraštaje. ZNAČAJ: Manastir Reškovica je važan deo crkvene, kulturne i istorijske mape Srbije. Njegov značaj nije samo verski, već i identitetski, jer svedoči o trajanju narodne pobožnosti, umetnosti i lokalnog pamćenja. Za potpuniji prikaz preporučuje se da se ovom zapisu naknadno dodaju provereni podaci o ktitoru, tačnoj godini nastanka, obnovama, poznatim svetinjama, freskama i drugim posebnostima vezanim baš za ovaj manastir.;;https://manastiri.rs/eparhije/branicevska/manastir-reskovica/;manastiri.rs
rukumija;Manastir Rukumija;Istočna Srbija;Požarevac;Kratak pregled: Manastir Rukumija je poznata pravoslavna svetinja u oblasti Istočna Srbija.;;;aktivan;Eparhija braničevska;OPŠTI PODACI: Manastir Rukumija nalazi se u okviru Eparhija braničevska i pripada korpusu značajnih pravoslavnih svetinja na prostoru Srbije. U evidenciji ovog projekta vezuje se za mesto ili šire područje Požarevac. Kratak pregled: Manastir Rukumija je poznata pravoslavna svetinja u oblasti Istočna Srbija. Manastirski kompleks se po pravilu sastoji od crkve, porte i pratećih objekata namenjenih bogosluženju i svakodnevnom monaškom životu. ISTORIJA: Tačna godina osnivanja, kao i ime prvobitnog ktitora, za ovaj zapis zahtevaju dodatnu proveru u pouzdanim crkvenim i istoriografskim izvorima. Ipak, za manastire ovog tipa uobičajeno je da su kroz vekove prolazili kroz periode gradnje, obnavljanja, a ponegde i razaranja usled ratova, seoba i političkih previranja. Zato je važno da se u daljoj obradi za Manastir Rukumija dopune podaci o vremenu nastanka, eventualnim obnovama i ličnostima koje su učestvovale u njegovom podizanju ili obnovi. U aplikaciji ova sekcija može služiti kao mesto za unošenje konkretnih godina izgradnje, obnavljanja i restauracije čim budu potvrđene. ARHITEKTURA: Arhitektonska vrednost manastira ogleda se u spoju crkvene gradnje, uređenja enterijera i prilagođenosti prostora bogoslužbenoj funkciji. Poseban značaj obično imaju oltarski prostor, ikonostas, eventualni živopis, kao i sklad između hrama i prirodnog okruženja. Ako su sačuvani podaci o starijim fazama gradnje, ovde se kasnije mogu navesti stilske odlike, tip osnove hrama i najvažnije umetničke karakteristike. DUHOVNI ŽIVOT: Manastir Rukumija ima značaj kao mesto molitve, liturgijskog sabranja i očuvanja pravoslavne tradicije. Na velike praznike i manastirsku slavu ovakve svetinje okupljaju vernike, hodočasnike i posetioce koji dolaze radi molitve, mira i upoznavanja sa duhovnim nasleđem. Monaški ili parohijski život, u zavisnosti od statusa svetinje, doprinosi kontinuitetu bogosluženja i prenošenju predanja na mlađe naraštaje. ZNAČAJ: Manastir Rukumija je važan deo crkvene, kulturne i istorijske mape Srbije. Njegov značaj nije samo verski, već i identitetski, jer svedoči o trajanju narodne pobožnosti, umetnosti i lokalnog pamćenja. Za potpuniji prikaz preporučuje se da se ovom zapisu naknadno dodaju provereni podaci o ktitoru, tačnoj godini nastanka, obnovama, poznatim svetinjama, freskama i drugim posebnostima vezanim baš za ovaj manastir.;;;nepoznato
sestroljin;Manastir Sestroljin;Istočna Srbija;Nepoznato;Manastir Sestroljin je pravoslavna svetinja u okviru Eparhije Braničevska.;;;odobren;Eparhija braničevska;OPŠTI PODACI: Manastir Sestroljin nalazi se u okviru Eparhija braničevska i pripada korpusu značajnih pravoslavnih svetinja na prostoru Srbije. U evidenciji ovog projekta vezuje se za mesto ili šire područje Istočna Srbija. Manastir Sestroljin je pravoslavna svetinja u okviru Eparhije Braničevska. Manastirski kompleks se po pravilu sastoji od crkve, porte i pratećih objekata namenjenih bogosluženju i svakodnevnom monaškom životu. ISTORIJA: Tačna godina osnivanja, kao i ime prvobitnog ktitora, za ovaj zapis zahtevaju dodatnu proveru u pouzdanim crkvenim i istoriografskim izvorima. Ipak, za manastire ovog tipa uobičajeno je da su kroz vekove prolazili kroz periode gradnje, obnavljanja, a ponegde i razaranja usled ratova, seoba i političkih previranja. Zato je važno da se u daljoj obradi za Manastir Sestroljin dopune podaci o vremenu nastanka, eventualnim obnovama i ličnostima koje su učestvovale u njegovom podizanju ili obnovi. U aplikaciji ova sekcija može služiti kao mesto za unošenje konkretnih godina izgradnje, obnavljanja i restauracije čim budu potvrđene. ARHITEKTURA: Arhitektonska vrednost manastira ogleda se u spoju crkvene gradnje, uređenja enterijera i prilagođenosti prostora bogoslužbenoj funkciji. Poseban značaj obično imaju oltarski prostor, ikonostas, eventualni živopis, kao i sklad između hrama i prirodnog okruženja. Ako su sačuvani podaci o starijim fazama gradnje, ovde se kasnije mogu navesti stilske odlike, tip osnove hrama i najvažnije umetničke karakteristike. DUHOVNI ŽIVOT: Manastir Sestroljin ima značaj kao mesto molitve, liturgijskog sabranja i očuvanja pravoslavne tradicije. Na velike praznike i manastirsku slavu ovakve svetinje okupljaju vernike, hodočasnike i posetioce koji dolaze radi molitve, mira i upoznavanja sa duhovnim nasleđem. Monaški ili parohijski život, u zavisnosti od statusa svetinje, doprinosi kontinuitetu bogosluženja i prenošenju predanja na mlađe naraštaje. ZNAČAJ: Manastir Sestroljin je važan deo crkvene, kulturne i istorijske mape Srbije. Njegov značaj nije samo verski, već i identitetski, jer svedoči o trajanju narodne pobožnosti, umetnosti i lokalnog pamćenja. Za potpuniji prikaz preporučuje se da se ovom zapisu naknadno dodaju provereni podaci o ktitoru, tačnoj godini nastanka, obnovama, poznatim svetinjama, freskama i drugim posebnostima vezanim baš za ovaj manastir.;;https://manastiri.rs/eparhije/branicevska/manastir-sestroljin/;manastiri.rs
sisojevac;Manastir Sisojevac;Pomoravlje;Despotovac;Kratak pregled: Manastir Sisojevac je poznata pravoslavna svetinja u oblasti Pomoravlje.;;;aktivan;Eparhija braničevska;OPŠTI PODACI: Manastir Sisojevac nalazi se u okviru Eparhija braničevska i pripada korpusu značajnih pravoslavnih svetinja na prostoru Srbije. U evidenciji ovog projekta vezuje se za mesto ili šire područje Despotovac. Kratak pregled: Manastir Sisojevac je poznata pravoslavna svetinja u oblasti Pomoravlje. Manastirski kompleks se po pravilu sastoji od crkve, porte i pratećih objekata namenjenih bogosluženju i svakodnevnom monaškom životu. ISTORIJA: Tačna godina osnivanja, kao i ime prvobitnog ktitora, za ovaj zapis zahtevaju dodatnu proveru u pouzdanim crkvenim i istoriografskim izvorima. Ipak, za manastire ovog tipa uobičajeno je da su kroz vekove prolazili kroz periode gradnje, obnavljanja, a ponegde i razaranja usled ratova, seoba i političkih previranja. Zato je važno da se u daljoj obradi za Manastir Sisojevac dopune podaci o vremenu nastanka, eventualnim obnovama i ličnostima koje su učestvovale u njegovom podizanju ili obnovi. U aplikaciji ova sekcija može služiti kao mesto za unošenje konkretnih godina izgradnje, obnavljanja i restauracije čim budu potvrđene. ARHITEKTURA: Arhitektonska vrednost manastira ogleda se u spoju crkvene gradnje, uređenja enterijera i prilagođenosti prostora bogoslužbenoj funkciji. Poseban značaj obično imaju oltarski prostor, ikonostas, eventualni živopis, kao i sklad između hrama i prirodnog okruženja. Ako su sačuvani podaci o starijim fazama gradnje, ovde se kasnije mogu navesti stilske odlike, tip osnove hrama i najvažnije umetničke karakteristike. DUHOVNI ŽIVOT: Manastir Sisojevac ima značaj kao mesto molitve, liturgijskog sabranja i očuvanja pravoslavne tradicije. Na velike praznike i manastirsku slavu ovakve svetinje okupljaju vernike, hodočasnike i posetioce koji dolaze radi molitve, mira i upoznavanja sa duhovnim nasleđem. Monaški ili parohijski život, u zavisnosti od statusa svetinje, doprinosi kontinuitetu bogosluženja i prenošenju predanja na mlađe naraštaje. ZNAČAJ: Manastir Sisojevac je važan deo crkvene, kulturne i istorijske mape Srbije. Njegov značaj nije samo verski, već i identitetski, jer svedoči o trajanju narodne pobožnosti, umetnosti i lokalnog pamćenja. Za potpuniji prikaz preporučuje se da se ovom zapisu naknadno dodaju provereni podaci o ktitoru, tačnoj godini nastanka, obnovama, poznatim svetinjama, freskama i drugim posebnostima vezanim baš za ovaj manastir.;;;nepoznato
tomic;Manastir Tomić;Istočna Srbija;Nepoznato;Manastir Tomić je pravoslavna svetinja u okviru Eparhije Braničevska.;;;odobren;Eparhija braničevska;OPŠTI PODACI: Manastir Tomić nalazi se u okviru Eparhija braničevska i pripada korpusu značajnih pravoslavnih svetinja na prostoru Srbije. U evidenciji ovog projekta vezuje se za mesto ili šire područje Istočna Srbija. Manastir Tomić je pravoslavna svetinja u okviru Eparhije Braničevska. Manastirski kompleks se po pravilu sastoji od crkve, porte i pratećih objekata namenjenih bogosluženju i svakodnevnom monaškom životu. ISTORIJA: Tačna godina osnivanja, kao i ime prvobitnog ktitora, za ovaj zapis zahtevaju dodatnu proveru u pouzdanim crkvenim i istoriografskim izvorima. Ipak, za manastire ovog tipa uobičajeno je da su kroz vekove prolazili kroz periode gradnje, obnavljanja, a ponegde i razaranja usled ratova, seoba i političkih previranja. Zato je važno da se u daljoj obradi za Manastir Tomić dopune podaci o vremenu nastanka, eventualnim obnovama i ličnostima koje su učestvovale u njegovom podizanju ili obnovi. U aplikaciji ova sekcija može služiti kao mesto za unošenje konkretnih godina izgradnje, obnavljanja i restauracije čim budu potvrđene. ARHITEKTURA: Arhitektonska vrednost manastira ogleda se u spoju crkvene gradnje, uređenja enterijera i prilagođenosti prostora bogoslužbenoj funkciji. Poseban značaj obično imaju oltarski prostor, ikonostas, eventualni živopis, kao i sklad između hrama i prirodnog okruženja. Ako su sačuvani podaci o starijim fazama gradnje, ovde se kasnije mogu navesti stilske odlike, tip osnove hrama i najvažnije umetničke karakteristike. DUHOVNI ŽIVOT: Manastir Tomić ima značaj kao mesto molitve, liturgijskog sabranja i očuvanja pravoslavne tradicije. Na velike praznike i manastirsku slavu ovakve svetinje okupljaju vernike, hodočasnike i posetioce koji dolaze radi molitve, mira i upoznavanja sa duhovnim nasleđem. Monaški ili parohijski život, u zavisnosti od statusa svetinje, doprinosi kontinuitetu bogosluženja i prenošenju predanja na mlađe naraštaje. ZNAČAJ: Manastir Tomić je važan deo crkvene, kulturne i istorijske mape Srbije. Njegov značaj nije samo verski, već i identitetski, jer svedoči o trajanju narodne pobožnosti, umetnosti i lokalnog pamćenja. Za potpuniji prikaz preporučuje se da se ovom zapisu naknadno dodaju provereni podaci o ktitoru, tačnoj godini nastanka, obnovama, poznatim svetinjama, freskama i drugim posebnostima vezanim baš za ovaj manastir.;;https://manastiri.rs/eparhije/branicevska/manastir-tomic/;manastiri.rs
trska-crkva;Manastir Trška Crkva;Istočna Srbija;Nepoznato;Manastir Trška Crkva je pravoslavna svetinja u okviru Eparhije Braničevska.;;;odobren;Eparhija braničevska;OPŠTI PODACI: Manastir Trška Crkva nalazi se u okviru Eparhija braničevska i pripada korpusu značajnih pravoslavnih svetinja na prostoru Srbije. U evidenciji ovog projekta vezuje se za mesto ili šire područje Istočna Srbija. Manastir Trška Crkva je pravoslavna svetinja u okviru Eparhije Braničevska. Manastirski kompleks se po pravilu sastoji od crkve, porte i pratećih objekata namenjenih bogosluženju i svakodnevnom monaškom životu. ISTORIJA: Tačna godina osnivanja, kao i ime prvobitnog ktitora, za ovaj zapis zahtevaju dodatnu proveru u pouzdanim crkvenim i istoriografskim izvorima. Ipak, za manastire ovog tipa uobičajeno je da su kroz vekove prolazili kroz periode gradnje, obnavljanja, a ponegde i razaranja usled ratova, seoba i političkih previranja. Zato je važno da se u daljoj obradi za Manastir Trška Crkva dopune podaci o vremenu nastanka, eventualnim obnovama i ličnostima koje su učestvovale u njegovom podizanju ili obnovi. U aplikaciji ova sekcija može služiti kao mesto za unošenje konkretnih godina izgradnje, obnavljanja i restauracije čim budu potvrđene. ARHITEKTURA: Arhitektonska vrednost manastira ogleda se u spoju crkvene gradnje, uređenja enterijera i prilagođenosti prostora bogoslužbenoj funkciji. Poseban značaj obično imaju oltarski prostor, ikonostas, eventualni živopis, kao i sklad između hrama i prirodnog okruženja. Ako su sačuvani podaci o starijim fazama gradnje, ovde se kasnije mogu navesti stilske odlike, tip osnove hrama i najvažnije umetničke karakteristike. DUHOVNI ŽIVOT: Manastir Trška Crkva ima značaj kao mesto molitve, liturgijskog sabranja i očuvanja pravoslavne tradicije. Na velike praznike i manastirsku slavu ovakve svetinje okupljaju vernike, hodočasnike i posetioce koji dolaze radi molitve, mira i upoznavanja sa duhovnim nasleđem. Monaški ili parohijski život, u zavisnosti od statusa svetinje, doprinosi kontinuitetu bogosluženja i prenošenju predanja na mlađe naraštaje. ZNAČAJ: Manastir Trška Crkva je važan deo crkvene, kulturne i istorijske mape Srbije. Njegov značaj nije samo verski, već i identitetski, jer svedoči o trajanju narodne pobožnosti, umetnosti i lokalnog pamćenja. Za potpuniji prikaz preporučuje se da se ovom zapisu naknadno dodaju provereni podaci o ktitoru, tačnoj godini nastanka, obnovama, poznatim svetinjama, freskama i drugim posebnostima vezanim baš za ovaj manastir.;;https://manastiri.rs/eparhije/branicevska/manastir-trska-crkva/;manastiri.rs
tumane;Manastir Tumane;Istočna Srbija;Golubac;Kratak pregled: Manastir Tumane je poznata pravoslavna svetinja u oblasti Istočna Srbija.;;;aktivan;Eparhija braničevska;OPŠTI PODACI: Manastir Tumane nalazi se u okviru Eparhija braničevska i pripada korpusu značajnih pravoslavnih svetinja na prostoru Srbije. U evidenciji ovog projekta vezuje se za mesto ili šire područje Golubac. Kratak pregled: Manastir Tumane je poznata pravoslavna svetinja u oblasti Istočna Srbija. Manastirski kompleks se po pravilu sastoji od crkve, porte i pratećih objekata namenjenih bogosluženju i svakodnevnom monaškom životu. ISTORIJA: Tačna godina osnivanja, kao i ime prvobitnog ktitora, za ovaj zapis zahtevaju dodatnu proveru u pouzdanim crkvenim i istoriografskim izvorima. Ipak, za manastire ovog tipa uobičajeno je da su kroz vekove prolazili kroz periode gradnje, obnavljanja, a ponegde i razaranja usled ratova, seoba i političkih previranja. Zato je važno da se u daljoj obradi za Manastir Tumane dopune podaci o vremenu nastanka, eventualnim obnovama i ličnostima koje su učestvovale u njegovom podizanju ili obnovi. U aplikaciji ova sekcija može služiti kao mesto za unošenje konkretnih godina izgradnje, obnavljanja i restauracije čim budu potvrđene. ARHITEKTURA: Arhitektonska vrednost manastira ogleda se u spoju crkvene gradnje, uređenja enterijera i prilagođenosti prostora bogoslužbenoj funkciji. Poseban značaj obično imaju oltarski prostor, ikonostas, eventualni živopis, kao i sklad između hrama i prirodnog okruženja. Ako su sačuvani podaci o starijim fazama gradnje, ovde se kasnije mogu navesti stilske odlike, tip osnove hrama i najvažnije umetničke karakteristike. DUHOVNI ŽIVOT: Manastir Tumane ima značaj kao mesto molitve, liturgijskog sabranja i očuvanja pravoslavne tradicije. Na velike praznike i manastirsku slavu ovakve svetinje okupljaju vernike, hodočasnike i posetioce koji dolaze radi molitve, mira i upoznavanja sa duhovnim nasleđem. Monaški ili parohijski život, u zavisnosti od statusa svetinje, doprinosi kontinuitetu bogosluženja i prenošenju predanja na mlađe naraštaje. ZNAČAJ: Manastir Tumane je važan deo crkvene, kulturne i istorijske mape Srbije. Njegov značaj nije samo verski, već i identitetski, jer svedoči o trajanju narodne pobožnosti, umetnosti i lokalnog pamćenja. Za potpuniji prikaz preporučuje se da se ovom zapisu naknadno dodaju provereni podaci o ktitoru, tačnoj godini nastanka, obnovama, poznatim svetinjama, freskama i drugim posebnostima vezanim baš za ovaj manastir.;;;nepoznato
vitovnica;Manastir Vitovnica;Istočna Srbija;Petrovac na Mlavi;Kratak pregled: Manastir Vitovnica je poznata pravoslavna svetinja u oblasti Istočna Srbija.;;;aktivan;Eparhija braničevska;OPŠTI PODACI: Manastir Vitovnica nalazi se u okviru Eparhija braničevska i pripada korpusu značajnih pravoslavnih svetinja na prostoru Srbije. U evidenciji ovog projekta vezuje se za mesto ili šire područje Petrovac na Mlavi. Kratak pregled: Manastir Vitovnica je poznata pravoslavna svetinja u oblasti Istočna Srbija. Manastirski kompleks se po pravilu sastoji od crkve, porte i pratećih objekata namenjenih bogosluženju i svakodnevnom monaškom životu. ISTORIJA: Tačna godina osnivanja, kao i ime prvobitnog ktitora, za ovaj zapis zahtevaju dodatnu proveru u pouzdanim crkvenim i istoriografskim izvorima. Ipak, za manastire ovog tipa uobičajeno je da su kroz vekove prolazili kroz periode gradnje, obnavljanja, a ponegde i razaranja usled ratova, seoba i političkih previranja. Zato je važno da se u daljoj obradi za Manastir Vitovnica dopune podaci o vremenu nastanka, eventualnim obnovama i ličnostima koje su učestvovale u njegovom podizanju ili obnovi. U aplikaciji ova sekcija može služiti kao mesto za unošenje konkretnih godina izgradnje, obnavljanja i restauracije čim budu potvrđene. ARHITEKTURA: Arhitektonska vrednost manastira ogleda se u spoju crkvene gradnje, uređenja enterijera i prilagođenosti prostora bogoslužbenoj funkciji. Poseban značaj obično imaju oltarski prostor, ikonostas, eventualni živopis, kao i sklad između hrama i prirodnog okruženja. Ako su sačuvani podaci o starijim fazama gradnje, ovde se kasnije mogu navesti stilske odlike, tip osnove hrama i najvažnije umetničke karakteristike. DUHOVNI ŽIVOT: Manastir Vitovnica ima značaj kao mesto molitve, liturgijskog sabranja i očuvanja pravoslavne tradicije. Na velike praznike i manastirsku slavu ovakve svetinje okupljaju vernike, hodočasnike i posetioce koji dolaze radi molitve, mira i upoznavanja sa duhovnim nasleđem. Monaški ili parohijski život, u zavisnosti od statusa svetinje, doprinosi kontinuitetu bogosluženja i prenošenju predanja na mlađe naraštaje. ZNAČAJ: Manastir Vitovnica je važan deo crkvene, kulturne i istorijske mape Srbije. Njegov značaj nije samo verski, već i identitetski, jer svedoči o trajanju narodne pobožnosti, umetnosti i lokalnog pamćenja. Za potpuniji prikaz preporučuje se da se ovom zapisu naknadno dodaju provereni podaci o ktitoru, tačnoj godini nastanka, obnovama, poznatim svetinjama, freskama i drugim posebnostima vezanim baš za ovaj manastir.;;;nepoznato
