id;name;slug;region;city;description;latitude;longitude;type;address;phone;email;website;opening_hours;wikidata_item;wikipedia_url;history;image_url;source;wikidata_qid;religion_qid;denomination_qid;is_spc;is_spc_guess;review_status;is_approved;eparchy_id;created_at;updated_at;region_id;city_id;excerpt;architecture;art;spiritual_life;visiting;sources;image;source_url;lat;lng;wikidata_id;eparchy;description_short;ktitor;godina_izgradnje;napomena_podaci;status;coord_source;coord_url;coord_status
60;Manastir Svojnovo;svojnovo;Pomoravlje;Paraćin;"OPŠTI PODACI:
Manastir Svojnovo nalazi se u duhovnom okrilju Eparhije kruševačke u blizini mesta Paraćin na području Pomoravlje. Predstavlja značajnu i poštovanu pravoslavnu svetinju iz 1390. godine, čiji je ktitor i zadužbinar Monah Sisoje, koja vekovima svedoči o postojanosti vere, pismenosti i duhovnog identiteta srpskog naroda.

ISTORIJA:
Srce Srbije krije fascinantne priče. Manastir Ples leži u podnožju planina. On je čuvar pravoslavne duše i srpskog nasleđa. Ova duhovna oaza je arhitektonsko čudo. Simbol je otpora i očuvanja pravoslavnih manastira Srbije.

ARHITEKTURA I UMETNOST:
Arhitektura manastira Ples kombinuje duhovnost i umetnost. To pokazuje bogatu istoriju i umetnost pravoslavlja. Manastir je poznat po tradicionalnom stilu, izvanrednim freskama i ikonostasu. Freskopis u manastiru Ples je vrhunska umetnost. Pričaju priče iz Biblije i živote svetaca.

DUHOVNI ŽIVOT I ZNAČAJ:
Danas je Manastir Svojnovo aktivno duhovno i molitveno središte, sabirno mesto vernog naroda i hodočasnika koji dolaze na manastirsku slavu i bogosluženja, nalazeći u njemu mir, liturgijsko sabranje i duhovno ohrabrenje.";43.7893317;21.2840852;;;;;;;;;Srce Srbije krije fascinantne priče. Manastir Ples leži u podnožju planina. On je čuvar pravoslavne duše i srpskog nasleđa. Ova duhovna oaza je arhitektonsko čudo. Simbol je otpora i očuvanja pravoslavnih manastira Srbije.;images/monasteries/svojnovo.jpg;manastiri.rs;;;;;;pending;0;9;;2026-08-16 20:10:00;;;Manastir Svojnovo nalazi se u duhovnom okrilju Eparhije kruševačke u blizini mesta Paraćin na području Pomoravlje.;Arhitektura manastira Ples kombinuje duhovnost i umetnost. To pokazuje bogatu istoriju i umetnost pravoslavlja. Manastir je poznat po tradicionalnom stilu, izvanrednim freskama i ikonostasu. Freskopis u manastiru Ples je vrhunska umetnost. Pričaju priče iz Biblije i živote svetaca.;;;;;;https://manastiri.rs/eparhije/krusevacka/manastir-svojnovo/;43.7893317;21.2840852;;;Manastir Svojnovo nalazi se u duhovnom okrilju Eparhije kruševačke u blizini mesta Paraćin na području Pomoravlje.;Monah Sisoje;1390;;aktivan;;;
61;Manastir Veluće;veluce;Rasina;Trstenik;"OPŠTI PODACI:
Manastir Veluće nalazi se u duhovnom okrilju Eparhije kruševačke u blizini mesta Trstenik na području Rasina. Predstavlja značajnu i poštovanu pravoslavnu svetinju iz 1377. godine, čiji je ktitor i zadužbinar Despotica Mara, koja vekovima svedoči o postojanosti vere, pismenosti i duhovnog identiteta srpskog naroda.

ISTORIJA:
Jugozapadno od Trstenika a blizu sela Stopane nalazi se ovaj manastir. Po predanju podigao ga je Jovan Branković unuk despota Djurdja Brankovića. Medjutim pored njega pominju se još četiri ktitora: vlastelini Olive, Dejan, Konstatin i Bratan. Manastirska crkva je prvobitno bila posvećena Sv.Nikoli a kasnije Vavedenju. Smatra se da je nastao krajem XIV veka i po stilu gradnje pripada moravskoj školi.

ARHITEKTURA I UMETNOST:
Manastir Veluće je izvanredan primer istorijske arhitekture. On pokazuje kako su se različiti arhitektonski stilovi razvijali kroz vreme. Tokom godina, manastir je pretrpeo mnoge promene, ali je zadržao svoj originalni duh. Manastir Veluće je poznat po svojim starijim freskama, koje datiraju pre 1389.

DUHOVNI ŽIVOT I ZNAČAJ:
Danas je Manastir Veluće aktivno duhovno i molitveno središte, sabirno mesto vernog naroda i hodočasnika koji dolaze na manastirsku slavu i bogosluženja, nalazeći u njemu mir, liturgijsko sabranje i duhovno ohrabrenje.";43.5361632;21.0894995;;;;;;;;;Jugozapadno od Trstenika a blizu sela Stopane nalazi se ovaj manastir. Po predanju podigao ga je Jovan Branković unuk despota Djurdja Brankovića. Medjutim pored njega pominju se još četiri ktitora: vlastelini Olive, Dejan, Konstatin i Bratan. Manastirska crkva je prvobitno bila posvećena Sv.Nikoli a kasnije Vavedenju. Smatra se da je nastao krajem XIV veka i po stilu gradnje pripada moravskoj školi.;images/monasteries/veluce.jpg;manastiri.rs;;;;;;pending;0;9;;2026-08-16 20:10:00;;;Manastir Veluće nalazi se u duhovnom okrilju Eparhije kruševačke u blizini mesta Trstenik na području Rasina.;Manastir Veluće je izvanredan primer istorijske arhitekture. On pokazuje kako su se različiti arhitektonski stilovi razvijali kroz vreme. Tokom godina, manastir je pretrpeo mnoge promene, ali je zadržao svoj originalni duh. Manastir Veluće je poznat po svojim starijim freskama, koje datiraju pre 1389.;;;;;;https://manastiri.rs/eparhije/krusevacka/manastir-veluce/;43.5361632;21.0894995;;;Manastir Veluće nalazi se u duhovnom okrilju Eparhije kruševačke u blizini mesta Trstenik na području Rasina.;Despotica Mara;1377;;aktivan;;;
62;Manastir Žilinci;zilinci;Rasina;Brus;"OPŠTI PODACI:
Manastir Žilinci nalazi se u duhovnom okrilju Eparhije kruševačke u blizini mesta Brus na području Rasina. Predstavlja značajnu i poštovanu pravoslavnu svetinju iz 1500. godine, čiji je ktitor i zadužbinar Nepoznat, koja vekovima svedoči o postojanosti vere, pismenosti i duhovnog identiteta srpskog naroda.

ISTORIJA:
Manastir Žilinci je više od običnog mesta. To je svetionik istorije i kulture. Veku, predstavlja kulturno-istorijski centar. Leži u idili, u srcu Eparhije kruševačke.

ARHITEKTURA I UMETNOST:
Unutrašnjost manastira je bogata ikonama i freskama. Ove umetnine su vekovima bile predmet divljenja. Prikazuju religijske scene i ličnosti. Imaju izuzetnu umetničku vrednost. Detalji reflektuju duhovnost i istorijski kontekst.

DUHOVNI ŽIVOT I ZNAČAJ:
Danas je Manastir Žilinci aktivno duhovno i molitveno središte, sabirno mesto vernog naroda i hodočasnika koji dolaze na manastirsku slavu i bogosluženja, nalazeći u njemu mir, liturgijsko sabranje i duhovno ohrabrenje.";43.3441;20.9567;;;;;;;;;Manastir Žilinci je više od običnog mesta. To je svetionik istorije i kulture. Veku, predstavlja kulturno-istorijski centar. Leži u idili, u srcu Eparhije kruševačke.;images/monasteries/zilinci.jpg;manastiri.rs;;;;;;pending;0;9;;2026-08-16 20:10:00;;;Manastir Žilinci nalazi se u duhovnom okrilju Eparhije kruševačke u blizini mesta Brus na području Rasina.;Unutrašnjost manastira je bogata ikonama i freskama. Ove umetnine su vekovima bile predmet divljenja. Prikazuju religijske scene i ličnosti. Imaju izuzetnu umetničku vrednost. Detalji reflektuju duhovnost i istorijski kontekst.;;;;;;https://manastiri.rs/eparhije/krusevacka/manastir-zilinci/;43.3441;20.9567;;;Manastir Žilinci nalazi se u duhovnom okrilju Eparhije kruševačke u blizini mesta Brus na području Rasina.;Nepoznat;1500;;aktivan;;;
63;Manastir Bistrica;bistrica;Jugozapadna Srbija;Prijepolje;"OPŠTI PODACI:
Manastir Bistrica nalazi se u duhovnom okrilju Eparhije mileševske u blizini mesta Prijepolje na području Jugozapadna Srbija. Predstavlja značajnu i poštovanu pravoslavnu svetinju iz 1234. godine, čiji je ktitor i zadužbinar Kralj Vladislav, koja vekovima svedoči o postojanosti vere, pismenosti i duhovnog identiteta srpskog naroda.

ISTORIJA:
Ovaj pravoslavni manastir Srbije je jedan od najdragocenijih svetinja. Nalazi se u selu Bistrica kod Nove Varoši, blizu Sjeničkog jezera. Manastir pripada Eparhiji mileševskoj Srpske pravoslavne crkve. Crkva Svete Trojice leži između brda Bitovika i Kitašnje. Priroda ovog kraja štiti drevnu svetinju od zuba vremena.

ARHITEKTURA I UMETNOST:
Oko bistrica sveta trojica manastir kruže brojne priče. Narod ovog kraja čuva sećanja koje sežu duboko u prošlost. Ta narodna predanja daju posebnu duhovnu dimenziju ovom svetom mestu.

DUHOVNI ŽIVOT I ZNAČAJ:
Danas je Manastir Bistrica aktivno duhovno i molitveno središte, sabirno mesto vernog naroda i hodočasnika koji dolaze na manastirsku slavu i bogosluženja, nalazeći u njemu mir, liturgijsko sabranje i duhovno ohrabrenje.";44.3150509;21.5300951;;;;;;;;;Ovaj pravoslavni manastir Srbije je jedan od najdragocenijih svetinja. Nalazi se u selu Bistrica kod Nove Varoši, blizu Sjeničkog jezera. Manastir pripada Eparhiji mileševskoj Srpske pravoslavne crkve. Crkva Svete Trojice leži između brda Bitovika i Kitašnje. Priroda ovog kraja štiti drevnu svetinju od zuba vremena.;images/monasteries/bistrica.jpg;manastiri.rs;;;;;;pending;0;10;;2026-08-16 20:10:00;;;Manastir Bistrica nalazi se u duhovnom okrilju Eparhije mileševske u blizini mesta Prijepolje na području Jugozapadna Srbija.;Oko bistrica sveta trojica manastir kruže brojne priče. Narod ovog kraja čuva sećanja koje sežu duboko u prošlost. Ta narodna predanja daju posebnu duhovnu dimenziju ovom svetom mestu.;;;;;;https://manastiri.rs/eparhije/milesevska/manastir-bistrica/;44.3150509;21.5300951;;;Manastir Bistrica nalazi se u duhovnom okrilju Eparhije mileševske u blizini mesta Prijepolje na području Jugozapadna Srbija.;Kralj Vladislav;1234;;aktivan;;;
64;Manastir Davidovica;davidovica;Jugozapadna Srbija;Prijepolje;"OPŠTI PODACI:
Manastir Davidovica nalazi se u duhovnom okrilju Eparhije mileševske u blizini mesta Prijepolje na području Jugozapadna Srbija. Predstavlja značajnu i poštovanu pravoslavnu svetinju iz 1281. godine, čiji je ktitor i zadužbinar Vukan Nemanjić, koja vekovima svedoči o postojanosti vere, pismenosti i duhovnog identiteta srpskog naroda.

ISTORIJA:
Davidovica manastir je ključan za razumevanje duhovnosti i kulture srednjovekovne Srbije. Njegova istorija je povezana sa moćnom porodicom Nemanjić. Ova nemanjićka zadužbina iz XIII veka pripada županu Dmitru Nemanjiću. Bio je najmlađi sin Vukana Nemanjića i unuk Stefana Nemanje. Njegov brat Stefan podigao je Manastir Moraču.

ARHITEKTURA I UMETNOST:
Davidovica je važan srpski manastir sa karakteristikama raškog stila. Ovaj stil kombinuje elemente zapadne Evrope sa vizantijskom duhom. Manastir Studenica, Žiča, Mileševa, Sopoćani i Gradac su slični. Crkva Bogojavljanja je nekada bila prekrivena živopisima. Sada ostalo je malo od njih.

DUHOVNI ŽIVOT I ZNAČAJ:
Danas je Manastir Davidovica aktivno duhovno i molitveno središte, sabirno mesto vernog naroda i hodočasnika koji dolaze na manastirsku slavu i bogosluženja, nalazeći u njemu mir, liturgijsko sabranje i duhovno ohrabrenje.";43.2400906;19.736343;;;;;;;;;Davidovica manastir je ključan za razumevanje duhovnosti i kulture srednjovekovne Srbije. Njegova istorija je povezana sa moćnom porodicom Nemanjić. Ova nemanjićka zadužbina iz XIII veka pripada županu Dmitru Nemanjiću. Bio je najmlađi sin Vukana Nemanjića i unuk Stefana Nemanje. Njegov brat Stefan podigao je Manastir Moraču.;images/monasteries/davidovica.jpg;manastiri.rs;;;;;;pending;0;10;;2026-08-16 20:10:00;;;Manastir Davidovica nalazi se u duhovnom okrilju Eparhije mileševske u blizini mesta Prijepolje na području Jugozapadna Srbija.;Davidovica je važan srpski manastir sa karakteristikama raškog stila. Ovaj stil kombinuje elemente zapadne Evrope sa vizantijskom duhom. Manastir Studenica, Žiča, Mileševa, Sopoćani i Gradac su slični. Crkva Bogojavljanja je nekada bila prekrivena živopisima. Sada ostalo je malo od njih.;;;;;;https://manastiri.rs/eparhije/milesevska/manastir-davidovica/;43.2400906;19.736343;;;Manastir Davidovica nalazi se u duhovnom okrilju Eparhije mileševske u blizini mesta Prijepolje na području Jugozapadna Srbija.;Vukan Nemanjić;1281;;aktivan;;;
65;Manastir Jabuka;jabuka;Jugozapadna Srbija;Prijepolje;"OPŠTI PODACI:
Manastir Jabuka nalazi se u duhovnom okrilju Eparhije mileševske u blizini mesta Prijepolje na području Jugozapadna Srbija. Predstavlja značajnu i poštovanu pravoslavnu svetinju iz 2011. godine, čiji je ktitor i zadužbinar Narod, koja vekovima svedoči o postojanosti vere, pismenosti i duhovnog identiteta srpskog naroda.

ISTORIJA:
Manastir jabuka je mesto sa bogatom istorijom. Nastao je u prvoj deceniji 21. Verni narod i crkvene vlasti su zajedno podigli ovaj dom Božji na planini Jabuci. Crkva u manastiru je posvećena Svetom proroku Iliji.

ARHITEKTURA I UMETNOST:
U srcu manastira na planini Jabuci stoji crkva posvećena Svetom Proroku Iliji. Manastir svetog proroka ilije jabuka čuva svoju duhovnost zahvaljujući ovoj crkvi. Ovaj hram je srce kompleksa i mesto za skupove vernika. Sveti Prorok Ilija bio je čovek nepokolebive vere. Nije se plašio vladara koji su kršili zakone.

DUHOVNI ŽIVOT I ZNAČAJ:
Danas je Manastir Jabuka aktivno duhovno i molitveno središte, sabirno mesto vernog naroda i hodočasnika koji dolaze na manastirsku slavu i bogosluženja, nalazeći u njemu mir, liturgijsko sabranje i duhovno ohrabrenje.";43.3448108;19.5197076;;;;;;;;;Manastir jabuka je mesto sa bogatom istorijom. Nastao je u prvoj deceniji 21. Verni narod i crkvene vlasti su zajedno podigli ovaj dom Božji na planini Jabuci. Crkva u manastiru je posvećena Svetom proroku Iliji.;images/monasteries/jabuka.jpg;manastiri.rs;;;;;;pending;0;10;;2026-08-16 20:10:00;;;Manastir Jabuka nalazi se u duhovnom okrilju Eparhije mileševske u blizini mesta Prijepolje na području Jugozapadna Srbija.;U srcu manastira na planini Jabuci stoji crkva posvećena Svetom Proroku Iliji. Manastir svetog proroka ilije jabuka čuva svoju duhovnost zahvaljujući ovoj crkvi. Ovaj hram je srce kompleksa i mesto za skupove vernika. Sveti Prorok Ilija bio je čovek nepokolebive vere. Nije se plašio vladara koji su kršili zakone.;;;;;;https://manastiri.rs/eparhije/milesevska/manastir-jabuka/;43.3448108;19.5197076;;;Manastir Jabuka nalazi se u duhovnom okrilju Eparhije mileševske u blizini mesta Prijepolje na području Jugozapadna Srbija.;Narod;2011;;aktivan;;;
66;Manastir Janja;janja;Jugozapadna Srbija;Nova Varoš;"OPŠTI PODACI:
Manastir Janja nalazi se u duhovnom okrilju Eparhije mileševske u blizini mesta Nova Varoš na području Jugozapadna Srbija. Predstavlja značajnu i poštovanu pravoslavnu svetinju iz 1500. godine, čiji je ktitor i zadužbinar Nepoznat, koja vekovima svedoči o postojanosti vere, pismenosti i duhovnog identiteta srpskog naroda.

ISTORIJA:
U opštini Nova Varoš, između sela Rutoši, Seništa i Radoinje, skriva se stara svetinja. Manastir Janja pripada Eparhiji mileševskoj Srpske pravoslavne crkve. On nosi posvet Pravednim roditeljima Presvete Bogorodice, Svetom Joakimu i Svetoj Ani. Istorija manastira Janja duboko je ukorenjena u srpsku duhovnu baštinu. Smeštena u Starom Vlahu, ovaj manastir je vekovima privlačila pažnju.

ARHITEKTURA I UMETNOST:
Nakon završetka građevinskih radova, manastir Janja je dobio svoju novu oblikovanju. Enterijer crkve je postao fokus za umetnički izraz. Oslikavanje unutrašnjosti je ključno za vraćanje duhovnosti. Ivan Kovalčik Mileševac, ikonopisac iz Novog Sada, je angažovan za rad na ikonostasu. Poznat je po dubokom razumevanju ikonografije.

DUHOVNI ŽIVOT I ZNAČAJ:
Danas je Manastir Janja aktivno duhovno i molitveno središte, sabirno mesto vernog naroda i hodočasnika koji dolaze na manastirsku slavu i bogosluženja, nalazeći u njemu mir, liturgijsko sabranje i duhovno ohrabrenje.";43.4334;19.9234;;;;;;;;;U opštini Nova Varoš, između sela Rutoši, Seništa i Radoinje, skriva se stara svetinja. Manastir Janja pripada Eparhiji mileševskoj Srpske pravoslavne crkve. On nosi posvet Pravednim roditeljima Presvete Bogorodice, Svetom Joakimu i Svetoj Ani. Istorija manastira Janja duboko je ukorenjena u srpsku duhovnu baštinu. Smeštena u Starom Vlahu, ovaj manastir je vekovima privlačila pažnju.;images/monasteries/janja.jpg;manastiri.rs;;;;;;pending;0;10;;2026-08-16 20:10:00;;;Manastir Janja nalazi se u duhovnom okrilju Eparhije mileševske u blizini mesta Nova Varoš na području Jugozapadna Srbija.;Nakon završetka građevinskih radova, manastir Janja je dobio svoju novu oblikovanju. Enterijer crkve je postao fokus za umetnički izraz. Oslikavanje unutrašnjosti je ključno za vraćanje duhovnosti. Ivan Kovalčik Mileševac, ikonopisac iz Novog Sada, je angažovan za rad na ikonostasu. Poznat je po dubokom razumevanju ikonografije.;;;;;;https://manastiri.rs/eparhije/milesevska/manastir-janja/;43.4334;19.9234;;;Manastir Janja nalazi se u duhovnom okrilju Eparhije mileševske u blizini mesta Nova Varoš na području Jugozapadna Srbija.;Nepoznat;1500;;aktivan;;;
67;Manastir Kumanica;kumanica;Jugozapadna Srbija;Sjenica;"OPŠTI PODACI:
Manastir Kumanica nalazi se u duhovnom okrilju Eparhije mileševske u blizini mesta Sjenica na području Jugozapadna Srbija. Predstavlja značajnu i poštovanu pravoslavnu svetinju iz 1500. godine, čiji je ktitor i zadužbinar Nepoznat, koja vekovima svedoči o postojanosti vere, pismenosti i duhovnog identiteta srpskog naroda.

ISTORIJA:
Kumanica manastir leži na desnoj obali reke Lim. On se nalazi na granici između Srbije i Crne Gore. Pripada opštini Sjenica i spada pod okrilje Eparhije mileševske Srpske pravoslavne crkve. Poreklo manastira Kumanica je fascinantno za srpsku srednjovekovnu duhovnost. Istorija ovog manastira seže u duboku prošlost.

ARHITEKTURA I UMETNOST:
Crkva Svetog Arhangela Gavrila je sjajni primer srednjovekovne arhitekture u jugozapadnoj Srbiji. Ova manastirska crkva skriva mnoge tajne koje istraživači još uvek pokušavaju da otkriju. Prvi poznati crtež osnove crkve napravljen je 1926. Od tada, stručnjaci su intenzivno proučavali arhitekturu manastira Kumanica.

DUHOVNI ŽIVOT I ZNAČAJ:
Danas je Manastir Kumanica aktivno duhovno i molitveno središte, sabirno mesto vernog naroda i hodočasnika koji dolaze na manastirsku slavu i bogosluženja, nalazeći u njemu mir, liturgijsko sabranje i duhovno ohrabrenje.";43.1538508;19.7818688;;;;;;;;;Kumanica manastir leži na desnoj obali reke Lim. On se nalazi na granici između Srbije i Crne Gore. Pripada opštini Sjenica i spada pod okrilje Eparhije mileševske Srpske pravoslavne crkve. Poreklo manastira Kumanica je fascinantno za srpsku srednjovekovnu duhovnost. Istorija ovog manastira seže u duboku prošlost.;images/monasteries/kumanica.jpg;manastiri.rs;;;;;;pending;0;10;;2026-08-16 20:10:00;;;Manastir Kumanica nalazi se u duhovnom okrilju Eparhije mileševske u blizini mesta Sjenica na području Jugozapadna Srbija.;Crkva Svetog Arhangela Gavrila je sjajni primer srednjovekovne arhitekture u jugozapadnoj Srbiji. Ova manastirska crkva skriva mnoge tajne koje istraživači još uvek pokušavaju da otkriju. Prvi poznati crtež osnove crkve napravljen je 1926. Od tada, stručnjaci su intenzivno proučavali arhitekturu manastira Kumanica.;;;;;;https://manastiri.rs/eparhije/milesevska/manastir-kumanica/;43.1538508;19.7818688;;;Manastir Kumanica nalazi se u duhovnom okrilju Eparhije mileševske u blizini mesta Sjenica na području Jugozapadna Srbija.;Nepoznat;1500;;aktivan;;;
68;Manastir Mažići;mazici;Jugozapadna Srbija;Priboj;"OPŠTI PODACI:
Manastir Mažići nalazi se u duhovnom okrilju Eparhije mileševske u blizini mesta Priboj na području Jugozapadna Srbija. Predstavlja značajnu i poštovanu pravoslavnu svetinju iz 1200. godine, čiji je ktitor i zadužbinar Kralj Milutin, koja vekovima svedoči o postojanosti vere, pismenosti i duhovnog identiteta srpskog naroda.

ISTORIJA:
Istorija manastira Mažići je duboka i bogata. Ovaj sveti prostor je svedočanstvo o duhovnom kontinuitetu Srbije. Od praistorijskih humki do srednjovekovne crkve, manastir predstavlja jedinstveno svedočanstvo. Mazic manastir je prošao kroz mnoge teške vremene. Razaranja su se ponavljala, a svaki put je trebalo mnogo truda za oporavak.

ARHITEKTURA I UMETNOST:
Naučnici pretpostavljaju da istorija manastira počinje pre dinastije Nemanjića. Moguće je da je Stefan Nemanja obnovio manastir tokom svoje vladavine (1166–1196). Otkriveni su temelji starije crkve sa nekropolom iz IX i X veka. To potvrđuje da su bogoslužbene aktivnosti na ovom mestu trajale vekovima pre prvog pomena u Studenički tipik. Ovaj manastir vekovima privlači vernike koji dolaze s molitvama za razne potrebe – za zdravlje, zaštitu i duhovni mir koji samo stara svetišta mogu da podarе.

DUHOVNI ŽIVOT I ZNAČAJ:
Danas je Manastir Mažići aktivno duhovno i molitveno središte, sabirno mesto vernog naroda i hodočasnika koji dolaze na manastirsku slavu i bogosluženja, nalazeći u njemu mir, liturgijsko sabranje i duhovno ohrabrenje.";43.503129;19.591929;;;;;;;;;Istorija manastira Mažići je duboka i bogata. Ovaj sveti prostor je svedočanstvo o duhovnom kontinuitetu Srbije. Od praistorijskih humki do srednjovekovne crkve, manastir predstavlja jedinstveno svedočanstvo. Mazic manastir je prošao kroz mnoge teške vremene. Razaranja su se ponavljala, a svaki put je trebalo mnogo truda za oporavak.;images/monasteries/mazici.jpg;manastiri.rs;;;;;;pending;0;10;;2026-08-16 20:10:00;;;Manastir Mažići nalazi se u duhovnom okrilju Eparhije mileševske u blizini mesta Priboj na području Jugozapadna Srbija.;Naučnici pretpostavljaju da istorija manastira počinje pre dinastije Nemanjića. Moguće je da je Stefan Nemanja obnovio manastir tokom svoje vladavine (1166–1196). Otkriveni su temelji starije crkve sa nekropolom iz IX i X veka. To potvrđuje da su bogoslužbene aktivnosti na ovom mestu trajale vekovima pre prvog pomena u Studenički tipik. Ovaj manastir vekovima privlači vernike koji dolaze s molitvama za razne potrebe – za zdravlje, zaštitu i duhovni mir koji samo stara svetišta mogu da podarе.;;;;;;https://manastiri.rs/eparhije/milesevska/manastir-mazici/;43.503129;19.591929;;;Manastir Mažići nalazi se u duhovnom okrilju Eparhije mileševske u blizini mesta Priboj na području Jugozapadna Srbija.;Kralj Milutin;1200;;aktivan;;;
69;Manastir Mileševa;mileseva;Zapadna Srbija;Prijepolje;"OPŠTI PODACI:
Manastir Mileševa nalazi se u duhovnom okrilju Eparhije mileševske u blizini mesta Prijepolje na području Zapadna Srbija. Predstavlja značajnu i poštovanu pravoslavnu svetinju iz 1219–1235. godine, čiji je ktitor i zadužbinar Kralj Stefan Vladislav, koja vekovima svedoči o postojanosti vere, pismenosti i duhovnog identiteta srpskog naroda.

ISTORIJA:
Istorija manastira mileševa počinje u XIII veku. Ovaj hram je jedan od najvažnijih simbola srpske srednjovekovne kulture. Bio je drugi po važnosti, posle Studenice. Kralj Vladislav je sagradio manastir mileševa kao svoju zadužbinu. Želeo je nastaviti tradiciju svoje porodice.

ARHITEKTURA I UMETNOST:
Manastir Mileševe je jedan od najlepših primeraka srednjovekovne arhitekture u Srbiji. Njegova crkva, Vaznesenja Gospodnjeg, izgrađena je u prvoj polovini XIII veka. Ona odražava duh vremena dinastije Nemanjića. Crkva je monumentalna i ima prefinjeni osećaj za prostor. To je vidljivo u svakom njenom detalju.

DUHOVNI ŽIVOT I ZNAČAJ:
Danas je Manastir Mileševa aktivno duhovno i molitveno središte, sabirno mesto vernog naroda i hodočasnika koji dolaze na manastirsku slavu i bogosluženja, nalazeći u njemu mir, liturgijsko sabranje i duhovno ohrabrenje.";43.3718325;19.709469;;;;;;;;;Istorija manastira mileševa počinje u XIII veku. Ovaj hram je jedan od najvažnijih simbola srpske srednjovekovne kulture. Bio je drugi po važnosti, posle Studenice. Kralj Vladislav je sagradio manastir mileševa kao svoju zadužbinu. Želeo je nastaviti tradiciju svoje porodice.;images/monasteries/mileseva_gal_1.jpg;manastiri.rs;;;;;;pending;0;10;;2026-08-16 20:10:00;;;Manastir Mileševa nalazi se u duhovnom okrilju Eparhije mileševske u blizini mesta Prijepolje na području Zapadna Srbija.;Manastir Mileševe je jedan od najlepših primeraka srednjovekovne arhitekture u Srbiji. Njegova crkva, Vaznesenja Gospodnjeg, izgrađena je u prvoj polovini XIII veka. Ona odražava duh vremena dinastije Nemanjića. Crkva je monumentalna i ima prefinjeni osećaj za prostor. To je vidljivo u svakom njenom detalju.;;;;;;https://manastiri.rs/eparhije/milesevska/manastir-mileseva/;43.3718325;19.709469;;;Manastir Mileševa nalazi se u duhovnom okrilju Eparhije mileševske u blizini mesta Prijepolje na području Zapadna Srbija.;Kralj Stefan Vladislav;1219–1235;;aktivan;;;
70;Manastir Pribojska Banja;pribojska-banja;Jugozapadna Srbija;Priboj;"OPŠTI PODACI:
Manastir Pribojska Banja nalazi se u duhovnom okrilju Eparhije mileševske u blizini mesta Priboj na području Jugozapadna Srbija. Predstavlja značajnu i poštovanu pravoslavnu svetinju iz 1329. godine, čiji je ktitor i zadužbinar Stefan Dečanski, koja vekovima svedoči o postojanosti vere, pismenosti i duhovnog identiteta srpskog naroda.

ISTORIJA:
Manastir sveti nikola pribojska banja je jedan od najstarijih manastira u Srbiji. Njegova istorija počinje u vreme Nemanjića. Tada je bio središte duhovnosti u ovom delu Srbije. Kroz vekove je bio ključan za očuvanje srpske vere, pismenosti i identiteta. Sveti Sava je 1219.

ARHITEKTURA I UMETNOST:
Pribojska banja manastir je poznat po svojoj arhitekturi. Crkva Svetog Nikole ima jedinstven dizajn. Ona je slična upisanom krstu u pravougaonik. Crkva je jednobrodna sa pripratom i otvorenim trema. Njena dužina je oko 27 metara, a širina oko 12,5 metara.

DUHOVNI ŽIVOT I ZNAČAJ:
Danas je Manastir Pribojska Banja aktivno duhovno i molitveno središte, sabirno mesto vernog naroda i hodočasnika koji dolaze na manastirsku slavu i bogosluženja, nalazeći u njemu mir, liturgijsko sabranje i duhovno ohrabrenje.";43.547717;19.5600227;;;;;;;;;Manastir sveti nikola pribojska banja je jedan od najstarijih manastira u Srbiji. Njegova istorija počinje u vreme Nemanjića. Tada je bio središte duhovnosti u ovom delu Srbije. Kroz vekove je bio ključan za očuvanje srpske vere, pismenosti i identiteta. Sveti Sava je 1219.;images/monasteries/pribojska-banja.jpg;manastiri.rs;;;;;;pending;0;10;;2026-08-16 20:10:00;;;Manastir Pribojska Banja nalazi se u duhovnom okrilju Eparhije mileševske u blizini mesta Priboj na području Jugozapadna Srbija.;Pribojska banja manastir je poznat po svojoj arhitekturi. Crkva Svetog Nikole ima jedinstven dizajn. Ona je slična upisanom krstu u pravougaonik. Crkva je jednobrodna sa pripratom i otvorenim trema. Njena dužina je oko 27 metara, a širina oko 12,5 metara.;;;;;;https://manastiri.rs/eparhije/milesevska/manastir-pribojska-banja/;43.547717;19.5600227;;;Manastir Pribojska Banja nalazi se u duhovnom okrilju Eparhije mileševske u blizini mesta Priboj na području Jugozapadna Srbija.;Stefan Dečanski;1329;;aktivan;;;
